institution,state,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate,pslf_class,pslf_evidence,city
Baystate Franklin Med Ctr,MA,Family Medicine,2303120C0,120,Family Medicine,C,Categorical,2024,4,4,1.0,pslf_friendly,Med Ctr,Greenfield
Baystate Franklin Med Ctr,MA,Family Medicine,2303120C0,120,Family Medicine,C,Categorical,2023,4,4,1.0,pslf_friendly,Med Ctr,Greenfield
Baystate Franklin Med Ctr,MA,Family Medicine,2303120C0,120,Family Medicine,C,Categorical,2022,4,4,1.0,pslf_friendly,Med Ctr,Greenfield
Berkshire Med Ctr,MA,Internal Medicine,1281140C0,140,Internal Medicine,C,Categorical,2025,13,13,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Internal Medicine,1281140C0,140,Internal Medicine,C,Categorical,2024,13,13,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Internal Medicine,1281140C0,140,Internal Medicine,C,Categorical,2023,13,13,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Internal Medicine,1281140C0,140,Internal Medicine,C,Categorical,2022,13,13,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Internal Medicine,1281140C0,140,Internal Medicine,C,Categorical,2021,13,13,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Medicine-Preliminary,1281140P0,140,Internal Medicine,P,Preliminary,2025,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Medicine-Preliminary,1281140P0,140,Internal Medicine,P,Preliminary,2024,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Medicine-Preliminary,1281140P0,140,Internal Medicine,P,Preliminary,2023,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Medicine-Preliminary,1281140P0,140,Internal Medicine,P,Preliminary,2022,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Medicine-Preliminary,1281140P0,140,Internal Medicine,P,Preliminary,2021,6,6,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Psychiatry,1281400C0,400,Psychiatry,C,Categorical,2025,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Psychiatry,1281400C0,400,Psychiatry,C,Categorical,2024,5,5,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Psychiatry,1281400C0,400,Psychiatry,C,Categorical,2023,4,4,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Psychiatry,1281400C0,400,Psychiatry,C,Categorical,2022,4,4,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Psychiatry,1281400C0,400,Psychiatry,C,Categorical,2021,4,4,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,General Surgery,1281440C1,440,Surgery-General,C,Categorical,2025,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,General Surgery,1281440C1,440,Surgery-General,C,Categorical,2024,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,General Surgery,1281440C1,440,Surgery-General,C,Categorical,2023,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,General Surgery,1281440C1,440,Surgery-General,C,Categorical,2022,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,General Surgery,1281440C1,440,Surgery-General,C,Categorical,2021,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Surgery-Preliminary,1281440P1,440,Surgery-General,P,Preliminary,2025,2,1,0.5,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Surgery-Preliminary,1281440P1,440,Surgery-General,P,Preliminary,2024,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Surgery-Preliminary,1281440P1,440,Surgery-General,P,Preliminary,2023,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Surgery-Preliminary,1281440P1,440,Surgery-General,P,Preliminary,2022,2,2,1.0,pslf_friendly,Med Ctr,Pittsfield
Berkshire Med Ctr,MA,Surgery-Preliminary,1281440P1,440,Surgery-General,P,Preliminary,2021,2,0,0.0,pslf_friendly,Med Ctr,Pittsfield
Boston Univ Med Ctr,MA,Anesthesiology,1257040A0,40,Anesthesiology,A,Advanced,2024,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040A0,40,Anesthesiology,A,Advanced,2023,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040A0,40,Anesthesiology,A,Advanced,2022,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040A0,40,Anesthesiology,A,Advanced,2021,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040C0,40,Anesthesiology,C,Categorical,2025,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040C0,40,Anesthesiology,C,Categorical,2024,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040C0,40,Anesthesiology,C,Categorical,2023,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040C0,40,Anesthesiology,C,Categorical,2022,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040C0,40,Anesthesiology,C,Categorical,2021,6,6,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Anesthesiology,1257040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2023,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Dermatology,1257080A0,80,Dermatology,A,Advanced,2025,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Dermatology,1257080A0,80,Dermatology,A,Advanced,2024,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Dermatology,1257080A0,80,Dermatology,A,Advanced,2023,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Dermatology,1257080A0,80,Dermatology,A,Advanced,2022,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Dermatology,1257080A0,80,Dermatology,A,Advanced,2021,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Emergency Medicine,1257110C0,110,Emergency Medicine,C,Categorical,2025,14,14,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Emergency Medicine,1257110C0,110,Emergency Medicine,C,Categorical,2024,14,14,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Emergency Medicine,1257110C0,110,Emergency Medicine,C,Categorical,2023,14,14,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Emergency Medicine,1257110C0,110,Emergency Medicine,C,Categorical,2022,14,14,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Emergency Medicine,1257110C0,110,Emergency Medicine,C,Categorical,2021,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Family Medicine,1257120C0,120,Family Medicine,C,Categorical,2025,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Family Medicine,1257120C0,120,Family Medicine,C,Categorical,2024,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Family Medicine,1257120C0,120,Family Medicine,C,Categorical,2023,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Family Medicine,1257120C0,120,Family Medicine,C,Categorical,2022,12,8,0.6666666666666666,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Family Medicine,1257120C0,120,Family Medicine,C,Categorical,2021,12,12,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Internal Medicine,1257140C0,140,Internal Medicine,C,Categorical,2025,42,42,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Internal Medicine,1257140C0,140,Internal Medicine,C,Categorical,2024,42,42,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Internal Medicine,1257140C0,140,Internal Medicine,C,Categorical,2023,41,41,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Internal Medicine,1257140C0,140,Internal Medicine,C,Categorical,2022,41,41,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Internal Medicine,1257140C0,140,Internal Medicine,C,Categorical,2021,40,40,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Int Med/ABIM Research Pathway,1257140C1,140,Internal Medicine,C,Categorical,2024,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Medicine-Primary,1257140M0,140,Internal Medicine,M,Primary care,2025,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Medicine-Primary,1257140M0,140,Internal Medicine,M,Primary care,2024,3,3,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Medicine-Primary,1257140M0,140,Internal Medicine,M,Primary care,2023,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Medicine-Primary,1257140M0,140,Internal Medicine,M,Primary care,2022,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Medicine-Primary,1257140M0,140,Internal Medicine,M,Primary care,2021,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Neurology,1257140P1,140,Internal Medicine,P,Preliminary,2021,7,6,0.8571428571428571,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Ophthalmology,1257140P2,140,Internal Medicine,P,Preliminary,2025,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Ophthalmology,1257140P2,140,Internal Medicine,P,Preliminary,2024,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Ophthalmology,1257140P2,140,Internal Medicine,P,Preliminary,2023,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Ophthalmology,1257140P2,140,Internal Medicine,P,Preliminary,2022,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Med-Prelim/Ophthalmology,1257140P2,140,Internal Medicine,P,Preliminary,2021,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Neurology,1257180A0,180,Neurology,A,Advanced,2021,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Neurology,1257180C0,180,Neurology,C,Categorical,2025,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Neurology,1257180C0,180,Neurology,C,Categorical,2024,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Neurology,1257180C0,180,Neurology,C,Categorical,2023,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Neurology,1257180C0,180,Neurology,C,Categorical,2022,7,7,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185C0,185,Child Neurology,C,Categorical,2025,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185C0,185,Child Neurology,C,Categorical,2024,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185C0,185,Child Neurology,C,Categorical,2022,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185C0,185,Child Neurology,C,Categorical,2021,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185R0,185,Child Neurology,R,Physician (PGY-2 entry),2025,2,0,0.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185R0,185,Child Neurology,R,Physician (PGY-2 entry),2024,1,0,0.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185R0,185,Child Neurology,R,Physician (PGY-2 entry),2023,2,1,0.5,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185R0,185,Child Neurology,R,Physician (PGY-2 entry),2022,1,0,0.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Child Neurology,1257185R0,185,Child Neurology,R,Physician (PGY-2 entry),2021,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Obstetrics-Gynecology,1257220C0,220,Obstetrics-Gynecology,C,Categorical,2025,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Obstetrics-Gynecology,1257220C0,220,Obstetrics-Gynecology,C,Categorical,2024,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Obstetrics-Gynecology,1257220C0,220,Obstetrics-Gynecology,C,Categorical,2023,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Obstetrics-Gynecology,1257220C0,220,Obstetrics-Gynecology,C,Categorical,2022,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Obstetrics-Gynecology,1257220C0,220,Obstetrics-Gynecology,C,Categorical,2021,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Orthopaedic Surgery,1257260C0,260,Orthopaedic Surgery,C,Categorical,2025,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Orthopaedic Surgery,1257260C0,260,Orthopaedic Surgery,C,Categorical,2024,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Orthopaedic Surgery,1257260C0,260,Orthopaedic Surgery,C,Categorical,2023,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Orthopaedic Surgery,1257260C0,260,Orthopaedic Surgery,C,Categorical,2022,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Orthopaedic Surgery,1257260C0,260,Orthopaedic Surgery,C,Categorical,2021,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Ortho Surgery/Research,1257260C1,260,Orthopaedic Surgery,C,Categorical,2025,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Ortho Surgery/Research,1257260C1,260,Orthopaedic Surgery,C,Categorical,2024,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Ortho Surgery/Research,1257260C1,260,Orthopaedic Surgery,C,Categorical,2023,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Ortho Surgery/Research,1257260C1,260,Orthopaedic Surgery,C,Categorical,2022,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Ortho Surgery/Research,1257260C1,260,Orthopaedic Surgery,C,Categorical,2021,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Otolaryngology,1257280C0,280,Otolaryngology,C,Categorical,2025,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Otolaryngology,1257280C0,280,Otolaryngology,C,Categorical,2024,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Otolaryngology,1257280C0,280,Otolaryngology,C,Categorical,2023,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Otolaryngology,1257280C0,280,Otolaryngology,C,Categorical,2022,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Otolaryngology,1257280C0,280,Otolaryngology,C,Categorical,2021,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pathology,1257300C0,300,Pathology,C,Categorical,2025,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pathology,1257300C0,300,Pathology,C,Categorical,2024,3,3,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pathology,1257300C0,300,Pathology,C,Categorical,2023,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pathology,1257300C0,300,Pathology,C,Categorical,2022,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pathology,1257300C0,300,Pathology,C,Categorical,2021,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Pub Hlth & Prev Med/Immigrant & Refugee,1257380R1,380,Preventive Medicine,R,Physician (PGY-2 entry),2025,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry,1257400C0,400,Psychiatry,C,Categorical,2025,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry,1257400C0,400,Psychiatry,C,Categorical,2024,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry,1257400C0,400,Psychiatry,C,Categorical,2023,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry,1257400C0,400,Psychiatry,C,Categorical,2022,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry,1257400C0,400,Psychiatry,C,Categorical,2021,8,8,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Interventional Radiology (Integ),1257416A0,416,Interventional Radiology,A,Advanced,2025,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Interventional Radiology (Integ),1257416A0,416,Interventional Radiology,A,Advanced,2024,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Interventional Radiology (Integ),1257416A0,416,Interventional Radiology,A,Advanced,2023,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Interventional Radiology (Integ),1257416A0,416,Interventional Radiology,A,Advanced,2022,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420A0,420,Radiology-Diagnostic,A,Advanced,2025,9,9,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420A0,420,Radiology-Diagnostic,A,Advanced,2024,9,9,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420A0,420,Radiology-Diagnostic,A,Advanced,2023,9,9,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420A0,420,Radiology-Diagnostic,A,Advanced,2022,9,9,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420A0,420,Radiology-Diagnostic,A,Advanced,2021,10,10,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Radiology-Diagnostic,1257420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2021,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,General Surgery,1257440C0,440,Surgery-General,C,Categorical,2025,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,General Surgery,1257440C0,440,Surgery-General,C,Categorical,2024,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,General Surgery,1257440C0,440,Surgery-General,C,Categorical,2023,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,General Surgery,1257440C0,440,Surgery-General,C,Categorical,2022,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,General Surgery,1257440C0,440,Surgery-General,C,Categorical,2021,5,5,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surgery-Preliminary,1257440P0,440,Surgery-General,P,Preliminary,2025,4,0,0.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surgery-Preliminary,1257440P0,440,Surgery-General,P,Preliminary,2024,5,2,0.4,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surgery-Preliminary,1257440P0,440,Surgery-General,P,Preliminary,2023,3,0,0.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surgery-Preliminary,1257440P0,440,Surgery-General,P,Preliminary,2022,4,4,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surgery-Preliminary,1257440P0,440,Surgery-General,P,Preliminary,2021,5,2,0.4,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surg-Prelim/Int Radiology,1257440P2,440,Surgery-General,P,Preliminary,2025,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Surg-Prelim/Int Radiology,1257440P2,440,Surgery-General,P,Preliminary,2023,1,1,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry-Family Med,1257720C0,720,Other,C,Categorical,2025,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry-Family Med,1257720C0,720,Other,C,Categorical,2024,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry-Family Med,1257720C0,720,Other,C,Categorical,2023,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry-Family Med,1257720C0,720,Other,C,Categorical,2022,2,2,1.0,pslf_friendly,Univ,Boston
Boston Univ Med Ctr,MA,Psychiatry-Family Med,1257720C0,720,Other,C,Categorical,2021,2,2,1.0,pslf_friendly,Univ,Boston
Brigham & Womens Hosp,MA,Neurology/BWH-MGH,1265180A0,180,Neurology,A,Advanced,2023,19,19,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Neurology/BWH-MGH,1265180A0,180,Neurology,A,Advanced,2022,19,19,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Neurology/BWH-MGH,1265180A0,180,Neurology,A,Advanced,2021,19,19,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Neurology/BWH-MGH,1265180R0,180,Neurology,R,Physician (PGY-2 entry),2023,1,1,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Obstetrics-Gynecology/BWH-MGH,1265220C0,220,Obstetrics-Gynecology,C,Categorical,2023,11,11,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Obstetrics-Gynecology/BWH-MGH,1265220C0,220,Obstetrics-Gynecology,C,Categorical,2022,11,11,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Obstetrics-Gynecology/BWH-MGH,1265220C0,220,Obstetrics-Gynecology,C,Categorical,2021,11,11,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/AP only or AP/CP,1265300C0,300,Pathology,C,Categorical,2023,18,18,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/AP only or AP/CP,1265300C0,300,Pathology,C,Categorical,2022,9,9,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/AP only or AP/CP,1265300C0,300,Pathology,C,Categorical,2021,9,9,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/CP only,1265300C1,300,Pathology,C,Categorical,2023,4,4,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/CP only,1265300C1,300,Pathology,C,Categorical,2022,2,2,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Pathology/CP only,1265300C1,300,Pathology,C,Categorical,2021,2,2,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Plastic Surgery (Integrated),1265362C0,362,Plastic Surgery (Integrated),C,Categorical,2023,3,3,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Plastic Surgery (Integrated),1265362C0,362,Plastic Surgery (Integrated),C,Categorical,2022,3,3,1.0,pslf_friendly,Brigham,Boston
Brigham & Womens Hosp,MA,Plastic Surgery (Integrated),1265362C0,362,Plastic Surgery (Integrated),C,Categorical,2021,3,3,1.0,pslf_friendly,Brigham,Boston
Cambridge Health Alliance,MA,Family Medicine/Tufts,1268120C0,120,Family Medicine,C,Categorical,2025,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Family Medicine/Tufts,1268120C0,120,Family Medicine,C,Categorical,2024,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Family Medicine/Tufts,1268120C0,120,Family Medicine,C,Categorical,2023,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Family Medicine/Tufts,1268120C0,120,Family Medicine,C,Categorical,2022,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Family Medicine/Tufts,1268120C0,120,Family Medicine,C,Categorical,2021,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Medicine-Primary,1268140M0,140,Internal Medicine,M,Primary care,2025,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Medicine-Primary,1268140M0,140,Internal Medicine,M,Primary care,2024,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Medicine-Primary,1268140M0,140,Internal Medicine,M,Primary care,2023,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Medicine-Primary,1268140M0,140,Internal Medicine,M,Primary care,2022,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Medicine-Primary,1268140M0,140,Internal Medicine,M,Primary care,2021,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Psychiatry,1268400C0,400,Psychiatry,C,Categorical,2025,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Psychiatry,1268400C0,400,Psychiatry,C,Categorical,2024,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Psychiatry,1268400C0,400,Psychiatry,C,Categorical,2023,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Psychiatry,1268400C0,400,Psychiatry,C,Categorical,2022,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Psychiatry,1268400C0,400,Psychiatry,C,Categorical,2021,8,8,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Transitional,1268999P0,999,Transitional,P,Preliminary,2025,7,7,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Transitional,1268999P0,999,Transitional,P,Preliminary,2024,7,7,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Transitional,1268999P0,999,Transitional,P,Preliminary,2023,7,7,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Transitional,1268999P0,999,Transitional,P,Preliminary,2022,7,7,1.0,ambiguous,,Cambridge
Cambridge Health Alliance,MA,Transitional,1268999P0,999,Transitional,P,Preliminary,2021,7,7,1.0,ambiguous,,Cambridge
Childrens Hospital-Boston,MA,Child Neurology,1259185A0,185,Child Neurology,A,Advanced,2025,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185A0,185,Child Neurology,A,Advanced,2024,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185A0,185,Child Neurology,A,Advanced,2023,1,1,1.0,pslf_friendly,Children,Boston
Childrens Hospital-Boston,MA,Child Neurology,1259185C0,185,Child Neurology,C,Categorical,2025,6,6,1.0,pslf_friendly,Children,Boston
