institution,state,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate,pslf_class,pslf_evidence,city
Meharry Medical College,TN,Family Medicine,1028120C0,120,Family Medicine,C,Categorical,2026,6,1,0.1666666666666666,ambiguous,,Nashville
Meharry Medical College,TN,Internal Medicine,1028140C0,140,Internal Medicine,C,Categorical,2026,15,4,0.2666666666666666,ambiguous,,Nashville
Meharry Medical College,TN,Medicine-Preliminary,1028140P0,140,Internal Medicine,P,Preliminary,2026,3,1,0.3333333333333333,ambiguous,,Nashville
Meharry Medical College,TN,Public Health & Preventive Med/2yr-MPH,1028380R0,380,Preventive Medicine,R,Physician (PGY-2 entry),2026,3,0,0.0,ambiguous,,Nashville
Meharry Medical College,TN,Occupational & Environmental Med,1028382R0,382,Unknown,R,Physician (PGY-2 entry),2026,3,0,0.0,ambiguous,,Nashville
Methodist Healthcare Memphis Hosps,TN,Internal Medicine,2330140C0,140,Internal Medicine,C,Categorical,2026,6,2,0.3333333333333333,pslf_friendly,Healthcare,Memphis
Methodist Med Ctr of Oak Ridge,TN,Family Medicine,2384120C0,120,Family Medicine,C,Categorical,2026,8,4,0.5,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Emergency Medicine,1689110C0,110,Emergency Medicine,C,Categorical,2026,7,7,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Medicine,1689120C0,120,Family Medicine,C,Categorical,2026,6,3,0.5,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Medicine/Rural,1689120C1,120,Family Medicine,C,Categorical,2026,1,0,0.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Internal Medicine,1689140C0,140,Internal Medicine,C,Categorical,2026,11,11,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Neurology,1689180C0,180,Neurology,C,Categorical,2026,3,3,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Obstetrics-Gynecology,1689220C0,220,Obstetrics-Gynecology,C,Categorical,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Orthopaedic Surgery,1689260C0,260,Orthopaedic Surgery,C,Categorical,2026,3,3,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Pediatrics,1689320C0,320,Pediatrics,C,Categorical,2026,12,11,0.9166666666666666,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,General Surgery,1689440C0,440,Surgery-General,C,Categorical,2026,6,6,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Anesthesiology,1839040C0,40,Anesthesiology,C,Categorical,2026,12,12,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Anesthesiology,1839040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Medicine,1839120C0,120,Family Medicine,C,Categorical,2026,9,9,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Internal Medicine,1839140C0,140,Internal Medicine,C,Categorical,2026,13,13,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Neurology,1839180C0,180,Neurology,C,Categorical,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Obstetrics-Gynecology,1839220C0,220,Obstetrics-Gynecology,C,Categorical,2026,5,5,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Pathology,1839300C0,300,Pathology,C,Categorical,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Radiology-Diagnostic,1839420A0,420,Radiology-Diagnostic,A,Advanced,2026,7,7,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Radiology-Diagnostic,1839420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2026,1,1,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,General Surgery,1839440C0,440,Surgery-General,C,Categorical,2026,7,7,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Surgery-Preliminary,1839440P0,440,Surgery-General,P,Preliminary,2026,4,0,0.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Transitional,1839999P0,999,Transitional,P,Preliminary,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Transitional/Radiology,1839999P2,999,Transitional,P,Preliminary,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Anesthesiology,1844040C0,40,Anesthesiology,C,Categorical,2026,3,3,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Dermatology,1844080A0,80,Dermatology,A,Advanced,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Emergency Medicine,1844110C0,110,Emergency Medicine,C,Categorical,2026,8,8,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Med/St Francis,1844120C0,120,Family Medicine,C,Categorical,2026,7,7,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Med/Jackson,1844120C1,120,Family Medicine,C,Categorical,2026,12,12,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Family Medicine/Rural,1844120C4,120,Family Medicine,C,Categorical,2026,2,1,0.5,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Internal Medicine,1844140C0,140,Internal Medicine,C,Categorical,2026,24,24,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Internal Med/Maury Regional,1844140C1,140,Internal Medicine,C,Categorical,2026,10,10,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Medicine-Preliminary,1844140P0,140,Internal Medicine,P,Preliminary,2026,10,6,0.6,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Med-Prelim/Radiology,1844140P2,140,Internal Medicine,P,Preliminary,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Med-Prelim/Dermatology,1844140P4,140,Internal Medicine,P,Preliminary,2026,3,3,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Neurological Surgery,1844160C0,160,Neurological Surgery,C,Categorical,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Neurology,1844180A0,180,Neurology,A,Advanced,2026,7,7,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Child Neurology,1844185C0,185,Child Neurology,C,Categorical,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Obstetrics-Gynecology,1844220C0,220,Obstetrics-Gynecology,C,Categorical,2026,9,9,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Orthopaedic Surgery,1844260C0,260,Orthopaedic Surgery,C,Categorical,2026,8,8,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Otolaryngology,1844280C0,280,Otolaryngology,C,Categorical,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Pathology,1844300C0,300,Pathology,C,Categorical,2026,2,2,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Pediatrics,1844320C0,320,Pediatrics,C,Categorical,2026,23,23,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Plastic Surgery (Integrated),1844362C0,362,Plastic Surgery (Integrated),C,Categorical,2026,2,0,0.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Psychiatry,1844400C0,400,Psychiatry,C,Categorical,2026,6,6,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Radiology-Diagostic,1844420A1,420,Radiology-Diagnostic,A,Advanced,2026,4,4,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,General Surgery,1844440C0,440,Surgery-General,C,Categorical,2026,8,8,1.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Surgery-Preliminary,1844440P0,440,Surgery-General,P,Preliminary,2026,5,0,0.0,pslf_friendly,Med Ctr,Oak Ridge
Methodist Med Ctr of Oak Ridge,TN,Medicine-Pediatrics,1844700C0,700,Unknown,C,Categorical,2026,12,12,1.0,pslf_friendly,Med Ctr,Oak Ridge
UT Ascension St Thomas,TN,Emergency Med/Murfreesboro,1699110C0,110,Emergency Medicine,C,Categorical,2026,8,8,1.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,Family Med/Murfreesboro-Main,1699120C0,120,Family Medicine,C,Categorical,2026,8,8,1.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,Family Med/Murfreesboro-Rural,1699120C1,120,Family Medicine,C,Categorical,2026,1,0,0.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,Internal Medicine/Midtown,1699140C0,140,Internal Medicine,C,Categorical,2026,8,8,1.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,Med-Prelim/Midtown,1699140P0,140,Internal Medicine,P,Preliminary,2026,2,2,1.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,Obstetrics-Gynecology/Midtown,1699220C0,220,Obstetrics-Gynecology,C,Categorical,2026,4,4,1.0,ambiguous,,Nashville
UT Ascension St Thomas,TN,General Surgery/West,1699440C0,440,Surgery-General,C,Categorical,2026,3,3,1.0,ambiguous,,Nashville
Vanderbilt Univ Med Ctr,TN,Anesthesiology,1702040C0,40,Anesthesiology,C,Categorical,2026,22,22,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Anesthesiology/Research,1702040C1,40,Anesthesiology,C,Categorical,2026,1,1,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Dermatology,1702080A0,80,Dermatology,A,Advanced,2026,5,5,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Emergency Medicine,1702110C0,110,Emergency Medicine,C,Categorical,2026,13,13,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Internal Medicine,1702140C0,140,Internal Medicine,C,Categorical,2026,44,44,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Int Med/ABIM Research Path,1702140C1,140,Internal Medicine,C,Categorical,2026,7,7,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Internal Medicine/Lebanon,1702140C2,140,Internal Medicine,C,Categorical,2026,8,8,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Neurological Surgery,1702160C0,160,Neurological Surgery,C,Categorical,2026,3,3,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Neurology,1702180C0,180,Neurology,C,Categorical,2026,8,8,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Child Neurology,1702185C0,185,Child Neurology,C,Categorical,2026,4,4,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Obstetrics-Gynecology,1702220C0,220,Obstetrics-Gynecology,C,Categorical,2026,7,7,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Orthopaedic Surgery,1702260C0,260,Orthopaedic Surgery,C,Categorical,2026,6,6,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Otolaryngology,1702280C0,280,Otolaryngology,C,Categorical,2026,5,5,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Pathology,1702300C0,300,Pathology,C,Categorical,2026,5,5,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Pathology-AP/NP,1702300C2,300,Pathology,C,Categorical,2026,1,1,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Pediatrics,1702320C0,320,Pediatrics,C,Categorical,2026,28,28,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Phys Medicine & Rehab,1702340C0,340,Phys Medicine & Rehab,C,Categorical,2026,4,4,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Plastic Surgery (Integrated),1702362C0,362,Plastic Surgery (Integrated),C,Categorical,2026,2,2,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Psychiatry,1702400C0,400,Psychiatry,C,Categorical,2026,6,6,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Psychiatry/Child Fast Track,1702400C1,400,Psychiatry,C,Categorical,2026,3,3,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Psychiatry/Research,1702400C2,400,Psychiatry,C,Categorical,2026,1,1,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Interventional Radiology (Integ),1702416A0,416,Interventional Radiology,A,Advanced,2026,4,4,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Interventional Radiology (Integ),1702416R1,416,Interventional Radiology,R,Physician (PGY-2 entry),2026,1,1,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Radiology-Diagnostic,1702420A0,420,Radiology-Diagnostic,A,Advanced,2026,8,8,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Radiation Oncology,1702430A0,430,Radiation Oncology,A,Advanced,2026,2,2,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,General Surgery,1702440C0,440,Surgery-General,C,Categorical,2026,9,9,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Surgery-Preliminary,1702440P0,440,Surgery-General,P,Preliminary,2026,20,1,0.05,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Surg-Prelim/Int Radiology,1702440P1,440,Surgery-General,P,Preliminary,2026,2,2,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Surg-Prelim/Ophthalmology,1702440P2,440,Surgery-General,P,Preliminary,2026,5,5,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Medicine-Pediatrics,1702700C0,700,Unknown,C,Categorical,2026,6,6,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Pediatrics-Medical Genetics,1702765C0,765,Unknown,C,Categorical,2026,1,1,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Internal Medicine,2312140C0,140,Internal Medicine,C,Categorical,2026,13,13,1.0,pslf_friendly,Univ,Nashville
Vanderbilt Univ Med Ctr,TN,Psychiatry,2312400C0,400,Psychiatry,C,Categorical,2026,5,5,1.0,pslf_friendly,Univ,Nashville
Baylor Coll Med-Houston,TX,Anesthesiology,1716040A0,40,Anesthesiology,A,Advanced,2026,3,3,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Anesthesiology,1716040C0,40,Anesthesiology,C,Categorical,2026,14,14,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Anesthesiology,1716040R0,40,Anesthesiology,R,Physician (PGY-2 entry),2026,3,3,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Dermatology,1716080A0,80,Dermatology,A,Advanced,2026,4,4,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Emergency Medicine,1716110C0,110,Emergency Medicine,C,Categorical,2026,14,14,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Emergency Medicine/SACM,1716110C1,110,Emergency Medicine,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Family Med/Comm Hlth Ctr,1716120C0,120,Family Medicine,C,Categorical,2026,8,8,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Family Med/St Lukes Lufkin,1716120C6,120,Family Medicine,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Internal Medicine,1716140C0,140,Internal Medicine,C,Categorical,2026,49,49,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Internal Medicine/Research,1716140C1,140,Internal Medicine,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Internal Medicine/MDACC,1716140C2,140,Internal Medicine,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Medicine-Preliminary,1716140P0,140,Internal Medicine,P,Preliminary,2026,4,3,0.75,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Med-Prelim/PM&R,1716140P2,140,Internal Medicine,P,Preliminary,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Med-Prelim/Dermatology,1716140P3,140,Internal Medicine,P,Preliminary,2026,3,3,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Neurological Surgery,1716160C0,160,Neurological Surgery,C,Categorical,2026,3,3,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Neurology,1716180C0,180,Neurology,C,Categorical,2026,11,11,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Child Neurology/Neuroscience,1716185C0,185,Child Neurology,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Child Neurology,1716185C1,185,Child Neurology,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Neurodevelopmental Disabilities,1716186C0,186,Neurodevelopmental Disabilities,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Obstetrics-Gynecology,1716220C0,220,Obstetrics-Gynecology,C,Categorical,2026,12,12,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Orthopaedic Surgery,1716260C0,260,Orthopaedic Surgery,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Otolaryngology,1716280C0,280,Otolaryngology,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Pathology,1716300C0,300,Pathology,C,Categorical,2026,7,7,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Pediatrics,1716320C0,320,Pediatrics,C,Categorical,2026,34,34,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Pediatrics/Global Health,1716320C1,320,Pediatrics,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Pediatrics/San Antonio,1716320C2,320,Pediatrics,C,Categorical,2026,13,13,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Peds/Scientist Development,1716320C3,320,Pediatrics,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Peds/PC Leadership Prog,1716320C4,320,Pediatrics,C,Categorical,2026,4,4,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Phys Medicine & Rehab,1716340A0,340,Phys Medicine & Rehab,A,Advanced,2026,8,8,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Plastic Surgery (Integrated),1716362C0,362,Plastic Surgery (Integrated),C,Categorical,2026,3,3,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Psychiatry,1716400C0,400,Psychiatry,C,Categorical,2026,11,11,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Psychiatry/Research,1716400C1,400,Psychiatry,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Psychiatry/Child & Adolescent,1716400C2,400,Psychiatry,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Radiology-Diagnostic,1716420A0,420,Radiology-Diagnostic,A,Advanced,2026,8,8,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Radiology-Diagnostic/ESIR,1716420A1,420,Radiology-Diagnostic,A,Advanced,2026,4,4,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Radiation Oncology,1716430A0,430,Radiation Oncology,A,Advanced,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,General Surgery/5 yr,1716440C0,440,Surgery-General,C,Categorical,2026,4,4,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,General Surgery/7 yr Research,1716440C1,440,Surgery-General,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,General Surgery/7 yr Global,1716440C2,440,Surgery-General,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,General Surgery/7 yr Innovation,1716440C3,440,Surgery-General,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Surgery-Preliminary,1716440P0,440,Surgery-General,P,Preliminary,2026,16,4,0.25,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Vascular Surgery,1716451C0,451,Vascular Surgery,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Thoracic Surgery,1716461C0,461,Thoracic Surgery,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Medicine-Pediatrics,1716700C0,700,Unknown,C,Categorical,2026,9,9,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Pediatrics-Medical Genetics,1716765C0,765,Unknown,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Houston
Baylor Coll Med-Houston,TX,Medicine-Medical Genetics,1716766C0,766,Unknown,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Houston
Baylor S&W All Saints Med Ctr,TX,Anesthesiology,2259040C0,40,Anesthesiology,C,Categorical,2026,4,4,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,Emergency Medicine,2259110C0,110,Emergency Medicine,C,Categorical,2026,8,8,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,Internal Medicine,2259140C0,140,Internal Medicine,C,Categorical,2026,12,12,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,Obstetrics-Gynecology,2259220C0,220,Obstetrics-Gynecology,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,General Surgery,2259440C0,440,Surgery-General,C,Categorical,2026,3,3,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,Transitional,2259999P0,999,Transitional,P,Preliminary,2026,9,9,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W All Saints Med Ctr,TX,Transitional/PM&R,2259999P1,999,Transitional,P,Preliminary,2026,3,3,1.0,pslf_friendly,Baylor,Fort Worth
Baylor S&W Med Ctr-Round Rock,TX,Family Medicine,2318120C0,120,Family Medicine,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Round Rock
Baylor S&W Med Ctr-Round Rock,TX,Internal Medicine,2318140C0,140,Internal Medicine,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Round Rock
Baylor S&W-Baylor COM Temple,TX,Anesthesiology,1725040C0,40,Anesthesiology,C,Categorical,2026,12,12,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Dermatology,1725080A0,80,Dermatology,A,Advanced,2026,4,4,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Emergency Medicine,1725110C0,110,Emergency Medicine,C,Categorical,2026,18,18,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Family Medicine,1725120C0,120,Family Medicine,C,Categorical,2026,6,5,0.8333333333333334,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Internal Medicine,1725140C0,140,Internal Medicine,C,Categorical,2026,24,24,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Medicine-Preliminary,1725140P0,140,Internal Medicine,P,Preliminary,2026,8,8,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Med-Prelim/Radiology,1725140P2,140,Internal Medicine,P,Preliminary,2026,5,5,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Neurological Surgery,1725160C0,160,Neurological Surgery,C,Categorical,2026,1,1,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Neurology,1725180C0,180,Neurology,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Neurology,1725180R0,180,Neurology,R,Physician (PGY-2 entry),2026,2,2,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Obstetrics-Gynecology,1725220C0,220,Obstetrics-Gynecology,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Orthopaedic Surgery,1725260C0,260,Orthopaedic Surgery,C,Categorical,2026,4,4,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Otolaryngology,1725280C0,280,Otolaryngology,C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Pathology,1725300C0,300,Pathology,C,Categorical,2026,4,4,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Pediatrics,1725320C0,320,Pediatrics,C,Categorical,2026,7,7,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Plastic Surgery (Integrated),1725362C0,362,Plastic Surgery (Integrated),C,Categorical,2026,2,2,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Psychiatry,1725400C0,400,Psychiatry,C,Categorical,2026,5,5,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,Radiology-Diagnostic,1725420A0,420,Radiology-Diagnostic,A,Advanced,2026,7,7,1.0,pslf_friendly,Baylor,Temple
Baylor S&W-Baylor COM Temple,TX,General Surgery,1725440C0,440,Surgery-General,C,Categorical,2026,6,6,1.0,pslf_friendly,Baylor,Temple
