primary_topic,0,1,2,3,4,6,10,11,14,16,17,19,TOTAL
career_impact,0,8,0,0,0,3,0,4,0,27,0,22,64
financial_planning,5,5,0,41,7,0,0,4,0,7,2,76,147
frustration_venting,0,0,0,0,0,0,0,0,0,0,0,1,1
general_question,0,8,0,25,0,0,2,16,5,5,0,22,83
parse_error,1,0,0,5,0,0,0,0,0,0,0,4,10
policy_uncertainty,2,12,1,13,3,0,0,2,14,5,0,24,76
servicer_issues,0,0,0,30,3,0,0,0,2,0,0,6,41
success_story,1,0,0,8,3,0,0,0,2,1,0,8,23
TOTAL,9,33,1,122,16,3,2,26,23,45,2,163,445
