institution,state,city,program_name,program_code,specialty_code,specialty,program_type_code,program_type,year,quota,filled,fill_rate
Kaiser Permanente-Orange Co,CA,,Surgery-Preliminary,1067440P0,440,Surgery-General,P,Preliminary,2018,14,1,0.07142857142857142
Kaiser Permanente-Orange Co,CA,,Family Medicine,1073120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Kaiser Permanente-Orange Co,CA,,Surg-Prelim/Radiology,1067440P2,440,Surgery-General,P,Preliminary,2018,0,0,
Kaiser Permanente-Riverside,CA,,Family Medicine,3620120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Kaiser Permanente-Riverside,CA,,Neurological Surgery,1024160C0,160,Neurological Surgery,C,Categorical,2018,1,1,1.0
Kaiser Permanente-SF,CA,,Neurology,1024180C0,180,Neurology,C,Categorical,2018,4,4,1.0
Kaiser Permanente-SF,CA,,Child Neurology,1024185C0,185,Child Neurology,C,Categorical,2018,1,1,1.0
Kaiser Permanente-SF,CA,,Internal Medicine,1959140C0,140,Internal Medicine,C,Categorical,2018,8,8,1.0
Kaiser Permanente-SF,CA,,Obstetrics-Gynecology,1024220C0,220,Obstetrics-Gynecology,C,Categorical,2018,8,8,1.0
Kaiser Permanente-SF,CA,,Medicine-Preliminary,1959140P0,140,Internal Medicine,P,Preliminary,2018,8,8,1.0
Kaiser Permanente-SF,CA,,Orthopaedic Surgery,1024260C0,260,Orthopaedic Surgery,C,Categorical,2018,5,5,1.0
Kaiser Permanente-SF,CA,,Med-Prelim/Stanford-Anesth,1959140P1,140,Internal Medicine,P,Preliminary,2018,0,0,
Kaiser Permanente-SF,CA,,Otolaryngology,1024280C0,280,Otolaryngology,C,Categorical,2018,3,3,1.0
Kaiser Permanente-SF,CA,,Obstetrics-Gynecology,1959220C0,220,Obstetrics-Gynecology,C,Categorical,2018,4,4,1.0
Kaiser Permanente-SF,CA,,Pathology,1024300C0,300,Pathology,C,Categorical,2018,4,4,1.0
Kaiser Permanente-SF,CA,,Medicine-Preventive Med,1959751C0,751,Other,C,Categorical,2018,2,2,1.0
Kaiser Permanente-SF,CA,,Pediatrics,1024320C0,320,Pediatrics,C,Categorical,2018,23,19,0.8260869565217391
Kaiser Permanente-SF,CA,,Kaiser Permanente-San Diego-CA Pediatrics-Primary,1024320M0,320,Pediatrics,M,Primary care,2018,4,4,1.0
Kaiser Permanente-SF,CA,,San Diego Code Quota Matched Phys Medicine & Rehab,1024340A0,340,Phys Medicine & Rehab,A,Advanced,2018,1,1,1.0
Kaiser Permanente-SF,CA,,Phys Medicine & Rehab,1024340C0,340,Phys Medicine & Rehab,C,Categorical,2018,4,4,1.0
Kaiser Permanente-SF,CA,,Emergency Medicine,1454110C0,110,Emergency Medicine,C,Categorical,2018,6,6,1.0
Kaiser Permanente-SF,CA,,Plastic Surgery (Integrated),1024362C0,362,Plastic Surgery (Integrated),C,Categorical,2018,2,2,1.0
Kaiser Permanente-SF,CA,,Family Medicine,1454120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Kaiser Permanente-SF,CA,,Psychiatry,1024400C0,400,Psychiatry,C,Categorical,2018,8,8,1.0
Kaiser Permanente-SF,CA,,Kaiser Permanente-San Jose-CA Psychiatry - Child Track,1024400C2,400,Psychiatry,C,Categorical,2018,2,2,1.0
Kaiser Permanente-SF,CA,,San Jose Code Quota Matched Interventional Radiology (Integ),1024416C0,416,Interventional Radiology,C,Categorical,2018,2,2,1.0
Kaiser Permanente-SF,CA,,Family Medicine 2119120C0 6 6 Radiology-Diagnostic,1024420A0,420,Radiology-Diagnostic,A,Advanced,2018,8,8,1.0
Kaiser Permanente-SF,CA,,Radiation Oncology,1024430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
Kaiser Permanente-Santa Clara,CA,,General Surgery,1024440C0,440,Surgery-General,C,Categorical,2018,3,3,1.0
Kaiser Permanente-Santa Clara,CA,,Gen Surg/Dedicated Research,1024440C1,440,Surgery-General,C,Categorical,2018,3,3,1.0
Kaiser Permanente-Santa Clara,CA,,Internal Medicine 2135140C0 13 13 Surgery-Preliminary,1024440P0,440,Surgery-General,P,Preliminary,2018,5,5,1.0
Kaiser Permanente-Santa Clara,CA,,Medicine-Primary/CHOICE 2135140M0 2 2 Surg-Prelim/Urology,1024440P3,440,Surgery-General,P,Preliminary,2018,2,2,1.0
Kaiser Permanente-Santa Clara,CA,,Medicine-Preliminary 2135140P0 4 4 Medicine-Pediatrics,1024700C0,700,Other,C,Categorical,2018,4,4,1.0
Kaiser Permanente-Santa Clara,CA,,Obstetrics-Gynecology 2135220C0 4 4 Medicine-Anesthesiology,1024742C0,742,Other,C,Categorical,2018,2,2,1.0
Kaiser Permanente-Santa Clara,CA,,Kaiser Permanente-Santa Rosa-CA Family Med-Preventive Med,1024752C0,752,Other,C,Categorical,2018,2,2,1.0
Kaiser Permanente-Santa Clara,CA,,Transitional,1024999P0,999,Transitional,P,Preliminary,2018,5,3,0.6
Kaiser Permanente-Santa Clara,CA,,Transitional/Preventive Med,1024999P1,999,Transitional,P,Preliminary,2018,1,1,1.0
Kaiser Permanente-Santa Clara,CA,,Family Medicine,2115120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Kaiser Permanente-Santa Clara,CA,,Transitional/Occupational Med,1024999P2,999,Transitional,P,Preliminary,2018,0,0,
Kaiser Permanente-Santa Clara,CA,,Kaiser Permanente-Woodland Hills-CA Transitional/OMFS,1024999P4,999,Transitional,P,Preliminary,2018,2,2,1.0
Long Beach Mem Med Ctr,CA,,Family Medicine,1001120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Long Beach Mem Med Ctr,CA,,Kaweah Delta Health Care District-CA Family Medicine,1027120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Marian Regional Medical Center,CA,,Anesthesiology,1572040C0,040,Anesthesiology,C,Categorical,2018,4,4,1.0
Marian Regional Medical Center,CA,,Emergency Medicine,1572110C0,110,Emergency Medicine,C,Categorical,2018,13,13,1.0
Marian Regional Medical Center,CA,,Family Medicine,1690120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Marian Regional Medical Center,CA,,Family Medicine,1572120C0,120,Family Medicine,C,Categorical,2018,7,7,1.0
Marian Regional Medical Center,CA,,Obstetrics-Gynecology,1690220C0,220,Obstetrics-Gynecology,C,Categorical,2018,3,3,1.0
Marian Regional Medical Center,CA,,Psychiatry,1572400C0,400,Psychiatry,C,Categorical,2018,6,6,1.0
General Surgery 1572440C0 3 3 Mercy Med Ctr-Merced,CA,,Transitional 1572999P0 12 12 Family Medicine,3080120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Mercy Med Ctr-Redding,CA,,Emergency Medicine 1921110C0 7 7 Family Medicine/MFHC,3081120C0,120,Family Medicine,C,Categorical,2018,6,6,1.0
Mercy Med Ctr-Redding,CA,,Internal Medicine,1921140C0,140,Internal Medicine,C,Categorical,2018,10,10,1.0
Natividad Med Ctr,CA,,Obstetrics-Gynecology,1921220C0,220,Obstetrics-Gynecology,C,Categorical,2018,3,3,1.0
Natividad Med Ctr,CA,,General Surgery 1921440C0 2 2 Family Medicine,2971120C0,120,Family Medicine,C,Categorical,2018,10,10,1.0
Natividad Med Ctr,CA,,Surgery-Preliminary,1921440P0,440,Surgery-General,P,Preliminary,2018,2,0,0.0
Olive View-UCLA Med Ctr,CA,,Loma Linda Code Quota Matched Internal Medicine,2950140C0,140,Internal Medicine,C,Categorical,2018,21,21,1.0
Olive View-UCLA Med Ctr,CA,,Anesthesiology 1024040C0 14 14 Medicine-Preliminary,2950140P0,140,Internal Medicine,P,Preliminary,2018,12,12,1.0
Olive View-UCLA Med Ctr,CA,,Dermatology,1024080A0,080,Dermatology,A,Advanced,2018,2,2,1.0
Pomona Valley Hosp,CA,,Emergency Medicine,1024110C0,110,Emergency Medicine,C,Categorical,2018,15,15,1.0
Pomona Valley Hosp,CA,,Family Medicine,1024120C0,120,Family Medicine,C,Categorical,2018,9,9,1.0
Pomona Valley Hosp,CA,,Family Medicine,1350120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Pomona Valley Hosp,CA,,Internal Medicine,1024140C0,140,Internal Medicine,C,Categorical,2018,24,24,1.0
Pomona Valley Hosp,CA,,Medicine-Primary,1024140M0,140,Internal Medicine,M,Primary care,2018,2,2,1.0
Pomona Valley Hosp,CA,,Med-Primary/Global Health,1024140M1,140,Internal Medicine,M,Primary care,2018,1,1,1.0
Pomona Valley Hosp,CA,,Medicine-Preliminary,1024140P0,140,Internal Medicine,P,Preliminary,2018,11,11,1.0
Presby Intercommunity Hosp-CA Scripps Mercy Hosp-San Diego,CA,,Family Medicine 2013120C0 3 3 Internal Medicine,1048140C0,140,Internal Medicine,C,Categorical,2018,12,12,1.0
Presby Intercommunity Hosp-CA Scripps Mercy Hosp-San Diego,CA,,Fam Med/Tropical Med 2013120C1 2 0 Transitional,1048999P0,999,Transitional,P,Preliminary,2018,12,12,1.0
Presby Intercommunity Hosp-CA Scripps Mercy Hosp-San Diego,CA,,Fam Med/Chronic Dz Mgmt 2013120C2 1 1 Transitional/Anesthesia,1048999P2,999,Transitional,P,Preliminary,2018,6,6,1.0
Riverside Community Hospital-CA Shasta Community Health Ctr,CA,,Emergency Medicine 1877110C0 8 8 Family Medicine,1531120C0,120,Family Medicine,C,Categorical,2018,3,3,1.0
Riverside Community Hospital-CA Shasta Community Health Ctr,CA,,Family Medicine,1877120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
St Agnes Med Ctr,CA,,Internal Medicine,1877140C0,140,Internal Medicine,C,Categorical,2018,15,15,1.0
St Agnes Med Ctr,CA,,Medicine-Preliminary,1877140P0,140,Internal Medicine,P,Preliminary,2018,10,10,1.0
St Agnes Med Ctr,CA,,Internal Medicine,2138140C0,140,Internal Medicine,C,Categorical,2018,12,12,1.0
St Agnes Med Ctr,CA,,Neurology,1877180C0,180,Neurology,C,Categorical,2018,3,3,1.0
St Agnes Med Ctr,CA,,Medicine-Preliminary,2138140P0,140,Internal Medicine,P,Preliminary,2018,4,4,1.0
St Agnes Med Ctr,CA,,General Surgery,1877440C0,440,Surgery-General,C,Categorical,2018,3,3,1.0
Surgery-Preliminary 1877440P0 3 0 St Mary Med Ctr-Long Beach,CA,,Riverside University Health Sys-CA Internal Medicine,1025140C0,140,Internal Medicine,C,Categorical,2018,7,6,0.8571428571428571
Surgery-Preliminary 1877440P0 3 0 St Mary Med Ctr-Long Beach,CA,,Moreno Valley Code Quota Matched Medicine-Primary,1025140M0,140,Internal Medicine,M,Primary care,2018,1,1,1.0
Surgery-Preliminary 1877440P0 3 0 St Mary Med Ctr-Long Beach,CA,,Medicine-Preliminary,1025140P0,140,Internal Medicine,P,Preliminary,2018,6,4,0.6666666666666666
Surgery-Preliminary 1877440P0 3 0 St Mary Med Ctr-Long Beach,CA,,Anesthesiology,1850040C0,040,Anesthesiology,C,Categorical,2018,5,2,0.4
Family Medicine 1850120C0 12 12 St Marys Medical Ctr-SF,CA,,Surgery-Preliminary,1850440P0,440,Surgery-General,P,Preliminary,2018,2,0,0.0
Family Medicine 1850120C0 12 12 St Marys Medical Ctr-SF,CA,,Internal Medicine,1057140C0,140,Internal Medicine,C,Categorical,2018,8,8,1.0
Family Medicine 1850120C0 12 12 St Marys Medical Ctr-SF,CA,,San Joaquin Gen Hosp-CA Medicine-Preliminary,1057140P0,140,Internal Medicine,P,Preliminary,2018,8,8,1.0
Family Medicine 1850120C0 12 12 St Marys Medical Ctr-SF,CA,,French Camp Code Quota Matched Orthopaedic Surgery,1057260C0,260,Orthopaedic Surgery,C,Categorical,2018,3,3,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Medicine-Preliminary,1021140P0,140,Internal Medicine,P,Preliminary,2018,3,3,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Anesthesiology,1820040A0,040,Anesthesiology,A,Advanced,2018,16,16,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,General Surgery,1021440C0,440,Surgery-General,C,Categorical,2018,3,2,0.6666666666666666
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Anesthesiology,1820040C0,040,Anesthesiology,C,Categorical,2018,8,8,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Surgery-Preliminary,1021440P1,440,Surgery-General,P,Preliminary,2018,3,1,0.3333333333333333
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Anesthesiology,1820040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2018,1,1,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,San Mateo Behavioral Hlth & Recovery Svcs-CA Dermatology,1820080A0,080,Dermatology,A,Advanced,2018,9,9,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,San Mateo Code Quota Matched Emergency Medicine,1820110C0,110,Emergency Medicine,C,Categorical,2018,15,15,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Family Medicine/OConnor,1820120C0,120,Family Medicine,C,Categorical,2018,8,8,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Psychiatry,1010400C0,400,Psychiatry,C,Categorical,2018,4,4,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Internal Medicine,1820140C0,140,Internal Medicine,C,Categorical,2018,35,35,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Santa Barbara Cottage Hosp-CA Internal Med/Global Health,1820140C1,140,Internal Medicine,C,Categorical,2018,2,2,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Santa Barbara Code Quota Matched Med-Prelim/Neurology,1820140P1,140,Internal Medicine,P,Preliminary,2018,4,4,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Internal Medicine 1064140C0 8 8 Neurological Surgery,1820160C0,160,Neurological Surgery,C,Categorical,2018,3,3,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Medicine-Preliminary 1064140P0 5 5 Neurology,1820180A0,180,Neurology,A,Advanced,2018,10,10,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Radiology-Diagnostic 1064420A0 4 4 Child Neurology,1820185C0,185,Child Neurology,C,Categorical,2018,3,3,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,General Surgery 1064440C0 3 3 Obstetrics-Gynecology,1820220C0,220,Obstetrics-Gynecology,C,Categorical,2018,6,6,1.0
Family Medicine 1021120C0 8 8 Stanford Univ Progs,CA,,Orthopaedic Surgery,1820260C0,260,Orthopaedic Surgery,C,Categorical,2018,7,7,1.0
Santa Clara Valley Med Ctr,CA,,Otolaryngology,1820280C0,280,Otolaryngology,C,Categorical,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Otolaryngology/Research,1820280C1,280,Otolaryngology,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Internal Medicine,1063140C0,140,Internal Medicine,C,Categorical,2018,16,16,1.0
Santa Clara Valley Med Ctr,CA,,Pathology,1820300C0,300,Pathology,C,Categorical,2018,6,6,1.0
Santa Clara Valley Med Ctr,CA,,Medicine-Preliminary,1063140P0,140,Internal Medicine,P,Preliminary,2018,10,10,1.0
Santa Clara Valley Med Ctr,CA,,Clinical Pathology Track,1820300C1,300,Pathology,C,Categorical,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Med-Prelim/Neurology,1063140P1,140,Internal Medicine,P,Preliminary,2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Path-Anatomic Neuro Track,1820300C2,300,Pathology,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Obstetrics-Gynecology,1063220C0,220,Obstetrics-Gynecology,C,Categorical,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Pediatrics,1820320C0,320,Pediatrics,C,Categorical,2018,22,22,1.0
Santa Clara Valley Med Ctr,CA,,Radiology-Diagnostic,1063420A0,420,Radiology-Diagnostic,A,Advanced,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Pediatrics/Research Trk,1820320C1,320,Pediatrics,C,Categorical,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Radiology-Diagnostic,1063420R0,420,Radiology-Diagnostic,R,Physician (PGY-2 entry),2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Phys Medicine & Rehab,1820340A0,340,Phys Medicine & Rehab,A,Advanced,2018,7,7,1.0
Santa Clara Valley Med Ctr,CA,,Transitional,1063999P0,999,Transitional,P,Preliminary,2018,15,15,1.0
Santa Clara Valley Med Ctr,CA,,Plastic Surgery (Integrated),1820362C0,362,Plastic Surgery (Integrated),C,Categorical,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Scripps Clinic/Green Hospital-CA Psychiatry,1820400C0,400,Psychiatry,C,Categorical,2018,11,11,1.0
Santa Clara Valley Med Ctr,CA,,La Jolla Code Quota Matched Psychiatry/Research,1820400C1,400,Psychiatry,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Interventional Radiology (Integ),1820416A0,416,Interventional Radiology,A,Advanced,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Internal Medicine,1340140C0,140,Internal Medicine,C,Categorical,2018,14,14,1.0
Santa Clara Valley Med Ctr,CA,,Radiology-Diagnostic,1820420A0,420,Radiology-Diagnostic,A,Advanced,2018,9,9,1.0
Santa Clara Valley Med Ctr,CA,,Internal Med/Research,1340140C1,140,Internal Medicine,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Radiation Oncology,1820430A0,430,Radiation Oncology,A,Advanced,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Scripps Mercy Hosp-Chula Vista-CA General Surgery,1820440C0,440,Surgery-General,C,Categorical,2018,5,5,1.0
Santa Clara Valley Med Ctr,CA,,Chula Vista Code Quota Matched General Surgery/SASS,1820440C1,440,Surgery-General,C,Categorical,2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Family Medicine 1375120C0 8 8 Surgery-Preliminary,1820440P0,440,Surgery-General,P,Preliminary,2018,6,4,0.6666666666666666
Santa Clara Valley Med Ctr,CA,,Obstetrics-Gynecology,1046220C0,220,Obstetrics-Gynecology,C,Categorical,2018,7,7,1.0
Santa Clara Valley Med Ctr,CA,,Orthopaedic Surgery,1046260C0,260,Orthopaedic Surgery,C,Categorical,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Surg-Prelim/Urology,1820440P2,440,Surgery-General,P,Preliminary,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Ortho Surg/6 Yr Prog,1046260C1,260,Orthopaedic Surgery,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Surg-Prelim/PGY2,1820440P3,440,Surgery-General,P,Preliminary,2018,1,0,0.0
Santa Clara Valley Med Ctr,CA,,Otolaryngology,1046280C0,280,Otolaryngology,C,Categorical,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Vascular Surgery,1820451C0,451,Vascular Surgery,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Pathology,1046300C0,300,Pathology,C,Categorical,2018,4,4,1.0
Santa Clara Valley Med Ctr,CA,,Thoracic Surgery,1820461C0,461,Thoracic Surgery,C,Categorical,2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Pediatrics,1046320C0,320,Pediatrics,C,Categorical,2018,13,13,1.0
Santa Clara Valley Med Ctr,CA,,Pediatrics-Anesthesiology,1820726C0,726,Other,C,Categorical,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Phys Medicine & Rehab,1046340A0,340,Phys Medicine & Rehab,A,Advanced,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Medicine-Anesthesiology,1820742C0,742,Other,C,Categorical,2018,3,3,1.0
Santa Clara Valley Med Ctr,CA,,Phys Medicine & Rehab,1046340C0,340,Phys Medicine & Rehab,C,Categorical,2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Pediatrics-Medical Genetics,1820765C0,765,Other,C,Categorical,2018,2,2,1.0
Santa Clara Valley Med Ctr,CA,,Plastic Surgery (Integrated),1046362C0,362,Plastic Surgery (Integrated),C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Radiology-Nuclear Medicine,1820770A0,770,Other,A,Advanced,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Psychiatry,1046400C0,400,Psychiatry,C,Categorical,2018,9,9,1.0
Santa Clara Valley Med Ctr,CA,,Trans/Anesthesiology Santa Clara,1820999P0,999,Transitional,P,Preliminary,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Radiology-Diagnostic,1046420A0,420,Radiology-Diagnostic,A,Advanced,2018,7,7,1.0
Santa Clara Valley Med Ctr,CA,,Sutter Health-CA Radiation Oncology,1046430A0,430,Radiation Oncology,A,Advanced,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Sacramento Code Quota Matched General Surgery,1046440C0,440,Surgery-General,C,Categorical,2018,7,7,1.0
Santa Clara Valley Med Ctr,CA,,Family Med/Sacramento 1135120C0 5 5 Surgery-Preliminary,1046440P0,440,Surgery-General,P,Preliminary,2018,5,5,1.0
Santa Clara Valley Med Ctr,CA,,Family Medicine/Davis 1135120C1 2 2 Vascular Surgery,1046451C0,451,Vascular Surgery,C,Categorical,2018,1,1,1.0
Santa Clara Valley Med Ctr,CA,,Thoracic Surgery,1046461C0,461,Thoracic Surgery,C,Categorical,2018,1,1,1.0
Sutter Med Ctr of Santa Rosa,CA,,Medicine-Psychiatry,1046715C1,715,Other,C,Categorical,2018,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Santa Rosa Code Quota Matched Psychiatry-Family Med,1046720C0,720,Other,C,Categorical,2018,2,2,1.0
Sutter Med Ctr of Santa Rosa,CA,,Family Medicine 1065120C0 12 12 Radiology-Nuclear Medicine,1046770A0,770,Other,A,Advanced,2018,1,1,1.0
U Southern California UC Irvine Med Ctr,CA,,Anesthesiology 1033040C0 18 17 Anesthesiology,1043040C0,040,Anesthesiology,C,Categorical,2018,11,11,1.0
U Southern California UC Irvine Med Ctr,CA,,Dermatology 1033080A0 4 4 Anes/Critical Care Med,1043040C1,040,Anesthesiology,C,Categorical,2018,0,0,
U Southern California UC Irvine Med Ctr,CA,,Emergency Medicine 1033110C0 18 18 Anesthesiology,1043040R0,040,Anesthesiology,R,Physician (PGY-2 entry),2018,1,1,1.0
U Southern California UC Irvine Med Ctr,CA,,Internal Medicine 1033140C0 55 55 Dermatology,1043080A0,080,Dermatology,A,Advanced,2018,5,5,1.0
U Southern California UC Irvine Med Ctr,CA,,Neurological Surgery 1033160C0 3 3 Emergency Medicine,1043110C0,110,Emergency Medicine,C,Categorical,2018,8,8,1.0
U Southern California UC Irvine Med Ctr,CA,,Neurology 1033180A0 6 6 Family Medicine,1043120C0,120,Family Medicine,C,Categorical,2018,9,9,1.0
U Southern California UC Irvine Med Ctr,CA,,Obstetrics-Gynecology 1033220C0 9 9 Internal Medicine,1043140C0,140,Internal Medicine,C,Categorical,2018,22,22,1.0
U Southern California UC Irvine Med Ctr,CA,,Orthopaedic Surgery 1033260C0 8 8 Medicine-Preliminary,1043140P0,140,Internal Medicine,P,Preliminary,2018,21,20,0.9523809523809523
U Southern California UC Irvine Med Ctr,CA,,Otolaryngology 1033280C0 4 4 Med-Prelim/Neurology,1043140P1,140,Internal Medicine,P,Preliminary,2018,4,4,1.0
U Southern California UC Irvine Med Ctr,CA,,Pathology 1033300C0 6 6 Neurological Surgery,1043160C0,160,Neurological Surgery,C,Categorical,2018,1,1,1.0
U Southern California UC Irvine Med Ctr,CA,,Pediatrics 1033320C0 11 11 Neurology,1043180A0,180,Neurology,A,Advanced,2018,5,5,1.0
U Southern California UC Irvine Med Ctr,CA,,Plastic Surgery (Integrated) 1033362C0 3 3 Child Neurology,1043185C0,185,Child Neurology,C,Categorical,2018,2,2,1.0
U Southern California UC Irvine Med Ctr,CA,,Psychiatry 1033400C0 12 12 Obstetrics-Gynecology,1043220C0,220,Obstetrics-Gynecology,C,Categorical,2018,7,7,1.0
U Southern California UC Irvine Med Ctr,CA,,Interventional Radiology (Integ) 1033416A0 2 2 Orthopaedic Surgery,1043260C0,260,Orthopaedic Surgery,C,Categorical,2018,4,4,1.0
U Southern California UC Irvine Med Ctr,CA,,Radiology-Diagnostic 1033420A0 8 8 Otolaryngology,1043280C0,280,Otolaryngology,C,Categorical,2018,2,2,1.0
U Southern California UC Irvine Med Ctr,CA,,Radiation Oncology 1033430A0 1 1 Pathology,1043300C0,300,Pathology,C,Categorical,2018,3,3,1.0
U Southern California UC Irvine Med Ctr,CA,,General Surgery 1033440C0 7 7 Pediatrics/UCI-CHOC,1043320C1,320,Pediatrics,C,Categorical,2018,27,27,1.0
U Southern California UC Irvine Med Ctr,CA,,Surg-Prelim/OMS 1033440P3 2 2 Phys Medicine & Rehab,1043340A0,340,Phys Medicine & Rehab,A,Advanced,2018,5,5,1.0
U Southern California UC Irvine Med Ctr,CA,,Surg-Prelim/Urology 1033440P4 3 3 Plastic Surgery (Integrated),1043362C0,362,Plastic Surgery (Integrated),C,Categorical,2018,3,3,1.0
